code,title,points_r1_2021,points_r1_2020,points_r1_2019,Change 21 vs 20,21vs20,21vs19,20vs19
GY124,Arts (Arts with Data Science),,454.0,434.0,Points decrease,,,20.0
GY126,Arts (English and Media Studies),,391.0,418.0,Points decrease,,,-27.0
GY131,Arts (History and Globalisation Studies),,360.0,340.0,Points decrease,,,20.0
LC401,Early Childhood Education and Care,,297.0,298.0,Points decrease,,,-1.0
LC414,Data Analytics and Cyber Security,,236.0,,Points decrease,,,
LC434,Environmental Science and Agriculture,,297.0,278.0,Points decrease,,,19.0
LC613,Early Childhood Education and Care,,242.0,346.0,Points decrease,,,-104.0
MH405,Equine Business,,357.0,357.0,Points decrease,,,0.0
SG142,Business in International Marketing and Languages (French),,279.0,270.0,Points decrease,,,9.0
SG144,Business in International Marketing and Languages (Spanish),,270.0,280.0,Points decrease,,,-10.0
SG250,Application Design and User Experience,,412.0,290.0,Points decrease,,,122.0
SG251,Computing (Smart Technologies),,327.0,303.0,Points decrease,,,24.0
TR012,History and Political Science,,555.0,532.0,Points decrease,,,23.0
TR017,Law and Business,,602.0,576.0,Points decrease,,,26.0
TR020,Law and Political Science,,602.0,567.0,Points decrease,,,35.0
TR029,Political Science and Geography,,526.0,477.0,Points decrease,,,49.0
TR082,Computer Science and Business,,555.0,510.0,Points decrease,,,45.0
TR083,Sociology and Social Policy,,498.0,451.0,Points decrease,,,47.0
TR111,Ancient History and Archaeology/Geography,,352.0,,Points decrease,,,
TR112,Ancient History and Archaeology/History,,529.0,,Points decrease,,,
TR113,Ancient History and Archaeology/History of Art and Architecture,,337.0,,Points decrease,,,
TR114,Ancient History and Archaeology/Modern Language,,337.0,,Points decrease,,,
TR117,Ancient History and Archaeology/Religion,,342.0,,Points decrease,,,
TR166,Classical Civilisation/English Literature,,498.0,,Points decrease,,,
TR173,Classical Civilisation/History of Art and Architecture,,335.0,,Points decrease,,,
TR177,Classical Civilisation/Modern Language,,335.0,,Points decrease,,,
TR179,Classical Civilisation/Philosophy,,499.0,,Points decrease,,,
TR198,Economics/Geography,,534.0,,Points decrease,,,
TR202,Economics/History,,534.0,,Points decrease,,,
TR207,Economics/Mathematics,,566.0,,Points decrease,,,
TR208,Economics/Modern Language,,534.0,,Points decrease,,,
TR209,Economics/Philosophy,,534.0,,Points decrease,,,
TR212,Economics/Sociology,,534.0,,Points decrease,,,
TR228,Classical Languages/English Literature,,498.0,,Points decrease,,,
TR231,Classical Languages/History of Art and Architecture,,349.0,,Points decrease,,,
TR233,Classical Languages/Middle EasternJewish and Islamic Civilisations,,349.0,,Points decrease,,,
TR239,Classical Languages/Modern Language,,349.0,,Points decrease,,,
TR262,English Literature/History,,529.0,,Points decrease,,,
TR263,English Literature/History of Art and Architecture,,498.0,,Points decrease,,,
TR269,English Literature/Philosophy,,499.0,,Points decrease,,,
TR272,English Literature/Sociology,,498.0,,Points decrease,,,
TR276,English Literature/Drama Studies,,498.0,,Points decrease,,,
TR277,English Literature/Modern Language,,498.0,,Points decrease,,,
TR311,Film/Drama Studies,,521.0,,Points decrease,,,
TR312,Film/English Literature,,521.0,,Points decrease,,,
TR320,Film/Music,,521.0,,Points decrease,,,
TR322,Geography/History,,529.0,,Points decrease,,,
TR323,Drama Studies/Modern Language,,473.0,,Points decrease,,,
TR324,Film/Modern Language,,521.0,,Points decrease,,,
TR325,Film/History,,529.0,,Points decrease,,,
TR326,Geography/Modern Language,,352.0,,Points decrease,,,
TR332,Geography/Sociology,,498.0,,Points decrease,,,
TR443,History/History of Art and Architecture,,529.0,,Points decrease,,,
TR447,History/Modern Language,,529.0,,Points decrease,,,
TR449,History/Philosophy,,529.0,,Points decrease,,,
TR452,History/Sociology,,529.0,,Points decrease,,,
TR454,History/Religion,,529.0,,Points decrease,,,
TR455,History of Art and Architecture/Modern Language,,334.0,,Points decrease,,,
TR479,History of Art and Architecture/Philosophy,,499.0,,Points decrease,,,
TR547,Middle EasternJewish and Islamic Civ./Ancient History and Archaeology,,337.0,,Points decrease,,,
TR548,Middle EasternJewish and Islamic Civilisations/Classical Civilisation,,335.0,,Points decrease,,,
TR554,Middle EasternJewish and Islamic Civilisations/History,,529.0,,Points decrease,,,
TR563,Middle EasternJewish and Islamic Civilisations/Modern Language,,335.0,,Points decrease,,,
TR564,Middle EasternJewish and Islamic Civilisations/Music,,,,Points decrease,,,
TR565,Middle EasternJewish and Islamic Civilisations/Religion,,342.0,,Points decrease,,,
TR597,Mathematics/Modern Language,,566.0,,Points decrease,,,
TR598,Mathematics/Music,,566.0,,Points decrease,,,
TR599,Mathematics/Philosophy,,566.0,,Points decrease,,,
TR629,Music/Philosophy,,499.0,,Points decrease,,,
TR635,Music/Drama Studies,,473.0,,Points decrease,,,
TR636,Music/Modern Language,,388.0,,Points decrease,,,
TR638,Music/Religion,,388.0,,Points decrease,,,
TR639,Philosophy/Modern Language,,499.0,,Points decrease,,,
TR662,Philosophy/Sociology,,499.0,,Points decrease,,,
TR663,Religion/Classical Civilisation,,342.0,,Points decrease,,,
TR664,Religion/English Literature,,498.0,,Points decrease,,,
TR665,Religion/History of Art and Architecture,,342.0,,Points decrease,,,
TR666,Religion/Modern Language,,,,Points decrease,,,
TR667,French/Modern Language,,403.0,,Points decrease,,,
TR668,German/Modern Language,,389.0,,Points decrease,,,
TR669,Irish/Modern Language,,368.0,,Points decrease,,,
TR670,Italian/Modern Language,,381.0,,Points decrease,,,
TR671,Russian/Modern Language,,332.0,,Points decrease,,,
TR672,Spanish/Modern Language,,336.0,,Points decrease,,,
TR755,Sociology/Drama Studies,,498.0,,Points decrease,,,
TR756,Sociology/Modern Language,,498.0,,Points decrease,,,
TU803,Electronic Engineering,,243.0,,Points decrease,,,
TU806,Sustainable Energy Engineering,,262.0,,Points decrease,,,
TU808,Engineering Software,,260.0,,Points decrease,,,
TU809,Mechanical Engineering,,235.0,,Points decrease,,,
TU813,Automation Engineering,,218.0,,Points decrease,,,
TU873,Industrial Mathematics,,250.0,,Points decrease,,,
TU901,Business,,270.0,,Points decrease,,,
TU908,Management,,262.0,,Points decrease,,,
TU909,Accounting and Finance,,285.0,,Points decrease,,,
TU911,Accounting and Finance,,209.0,,Points decrease,,,
TU913,Business and Information Technology,,252.0,,Points decrease,,,
TU915,International Business,,252.0,,Points decrease,,,
TU916,International Business,,235.0,,Points decrease,,,
TU923,Marketing Management,,228.0,,Points decrease,,,
TU966,Languages and English Studies,,366.0,,Points decrease,,,
TU971,Contemporary Visual Culture,,290.0,,Points decrease,,,
TU972,Creative and Cultural Industries,,281.0,,Points decrease,,,
TU986,Print Media Technology and Management,,289.0,,Points decrease,,,
TU993,Early Childhood Care and Education,,270.0,,Points decrease,,,
TU994,Early Childhood Care and Education,,321.0,,Points decrease,,,
WD149,Early Childhood Studies,,271.0,288.0,Points decrease,,,-17.0
AL853,Accounting and Law,,,305.0,Points decrease,,,
CW178,Sport Science (options),,,399.0,Points decrease,,,
CK116,Sports Studies and Physical Education,,,499.0,Points decrease,,,
CK502,Food Marketing and Entrepreneurship,,,433.0,Points decrease,,,
CK506,International Development and Food Policy,,,367.0,Points decrease,,,
DC005,Education - Primary Teaching - Irish Sign Language,,,316.0,Points decrease,,,
DC167,Physics with Astronomy,,,434.0,Points decrease,,,
DC171,Applied Physics,,,402.0,Points decrease,,,
DC173,Physics with Biomedical Sciences,,,402.0,Points decrease,,,
DT001,Product Design,,,433.0,Points decrease,,,
DT028,Transport Operations and Technology,,,279.0,Points decrease,,,
DT035,Electrical Services and Energy Management,,,293.0,Points decrease,,,
DT066,Engineering (General Entry),,,400.0,Points decrease,,,
DT101,Architecture (test and interview),,,618.0,Points decrease,,,
DT106,Planning and Environmental Management,,,312.0,Points decrease,,,
DT110,Property Economics (Valuation Surveying),,,367.0,Points decrease,,,
DT111,Quantity Surveying and Construction Economics,,,391.0,Points decrease,,,
DT112,Geographic Science,,,287.0,Points decrease,,,
DT117,Construction Management,,,356.0,Points decrease,,,
DT175,Architectural Technology,,,388.0,Points decrease,,,
DT201,Science (General Entry),,,464.0,Points decrease,,,
DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,341.0,Points decrease,,,
DT204,Biomedical Science,,,501.0,Points decrease,,,
DT205,Mathematical Sciences,,,315.0,Points decrease,,,
DT206,Biomedical and Molecular Diagnostics,,,473.0,Points decrease,,,
DT211,Computer Science (Infrastructure),,,381.0,Points decrease,,,
DT220,Industrial Mathematics,,,300.0,Points decrease,,,
DT221,Physics with Energy and Environment,,,348.0,Points decrease,,,
DT222,Physics Technology,,,321.0,Points decrease,,,
DT223,Human Nutrition and Dietetics,,,553.0,Points decrease,,,
DT224,Optometry,,,487.0,Points decrease,,,
DT225,Public Health Nutrition,,,440.0,Points decrease,,,
DT227,Science with Nanotechnology,,,312.0,Points decrease,,,
DT228,Computer Science,,,451.0,Points decrease,,,
DT229,Clinical Measurement Science,,,491.0,Points decrease,,,
DT235,Physics with Medical Physics and Bioengineering,,,357.0,Points decrease,,,
DT282,Computer Science (International),,,377.0,Points decrease,,,
DT299,Chemical Sciences with Medicinal Chemistry,,,420.0,Points decrease,,,
DT302,Business Analytics,,,325.0,Points decrease,,,
DT304,E-Commerce in Retailing,,,341.0,Points decrease,,,
DT321,Business and Law,,,462.0,Points decrease,,,
DT341,Marketing,,,400.0,Points decrease,,,
DT343,Retail and Services Management,,,301.0,Points decrease,,,
DT354,Business Computing,,,322.0,Points decrease,,,
DT358,Logistics and Supply Chain Management,,,300.0,Points decrease,,,
DT365,Business and Management,,,440.0,Points decrease,,,
DT366,Accounting and Finance,,,432.0,Points decrease,,,
DT398,Human Resource Management,,,375.0,Points decrease,,,
DT399,Economics and Finance,,,437.0,Points decrease,,,
DT401,International Hospitality Management,,,300.0,Points decrease,,,
DT405,Culinary Science,,,308.0,Points decrease,,,
DT407,Culinary Arts,,,271.0,Points decrease,,,
DT412,Tourism Marketing,,,284.0,Points decrease,,,
DT413,Event Management,,,356.0,Points decrease,,,
DT416,Culinary Entrepreneurship,,,275.0,Points decrease,,,
DT420,Nutraceuticals in Health and Nutrition,,,392.0,Points decrease,,,
DT421,Food Innovation,,,321.0,Points decrease,,,
DT422,Pharmaceutical Healthcare,,,397.0,Points decrease,,,
DT491,Environmental Health,,,343.0,Points decrease,,,
DT501,Music,,,383.0,Points decrease,,,
DT504,Film and Broadcasting,,,443.0,Points decrease,,,
DT506,Commercial Modern Music,,,468.0,Points decrease,,,
DT508,Game Design,,,403.0,Points decrease,,,
DT517,Languages and English Studies,,,326.0,Points decrease,,,
DT518,Languages and International Tourism,,,307.0,Points decrease,,,
DT529,Drama (Performance),,,371.0,Points decrease,,,
DT532,Law (LL.B.),,,422.0,Points decrease,,,
DT533,Contemporary Visual Culture,,,,Points decrease,,,
DT544,Interior Design,,,552.0,Points decrease,,,
DT545,Design - Visual Communication,,,667.0,Points decrease,,,
DT546,Fine Art,,,668.0,Points decrease,,,
DT555,International Business and Languages,,,353.0,Points decrease,,,
DT559,Photography,,,700.0,Points decrease,,,
DT571,Social Care,,,394.0,Points decrease,,,
DT572,Early Childhood Education,,,385.0,Points decrease,,,
DT582,Journalism,,,347.0,Points decrease,,,
DT596,Print Media Technology and Management,,,252.0,Points decrease,,,
DT597,Creative and Cultural Industries,,,280.0,Points decrease,,,
DL835,Creative Media Technologies,,,237.0,Points decrease,,,
GC405,International Hospitality Management (Dublin),,,254.0,Points decrease,,,
ID003,Business Studies with Chinese,,,,Points decrease,,,
BN101,Business,,,252.0,Points decrease,,,
BN103,Business and Information Technology,,,254.0,Points decrease,,,
BN104,Computing (Information Technology),,,260.0,Points decrease,,,
BN107,Applied Social Studies in Social Care,,,300.0,Points decrease,,,
BN108,Engineering (Common Entry with Award options),,,271.0,Points decrease,,,
BN109,Business (Common Entry with Award options),,,260.0,Points decrease,,,
BN110,International Business,,,253.0,Points decrease,,,
BN111,Sports Management and Coaching,,,270.0,Points decrease,,,
BN112,Creative Digital Media,,,280.0,Points decrease,,,
BN113,Horticulture,,,289.0,Points decrease,,,
BN114,Accounting and Finance,,,280.0,Points decrease,,,
BN115,Community and Youth Development,,,250.0,Points decrease,,,
BN117,Computer Engineering in Mobile Systems,,,273.0,Points decrease,,,
BN118,Early Childhood Care and Education,,,290.0,Points decrease,,,
BN119,Digital Marketing,,,270.0,Points decrease,,,
BN120,Digital Forensics and Cyber Security,,,281.0,Points decrease,,,
BN121,Mechatronic Engineering,,,276.0,Points decrease,,,
BN123,DesignTechnology and Innovation,,,297.0,Points decrease,,,
TA022,Creative Digital Media,,,260.0,Points decrease,,,
TA023,Advertising and Marketing Communications,,,235.0,Points decrease,,,
TA024,Early Childhood Care and Education,,,217.0,Points decrease,,,
TA025,Social Care Practice,,,261.0,Points decrease,,,
TA026,International Hospitality and Tourism Management,,,208.0,Points decrease,,,
TA027,Botanical Cuisine,,,236.0,Points decrease,,,
TA028,Digital Marketing Technologies,,,220.0,Points decrease,,,
TA121,Accounting and Finance,,,202.0,Points decrease,,,
TA122,Management,,,218.0,Points decrease,,,
TA123,Marketing Management,,,207.0,Points decrease,,,
TA125,International Business,,,229.0,Points decrease,,,
TA221,Electronic Engineering,,,251.0,Points decrease,,,
TA222,Mechanical Engineering,,,243.0,Points decrease,,,
TA223,Sustainable Energy Engineering,,,236.0,Points decrease,,,
TA224,Biomedical Design,,,218.0,Points decrease,,,
TA225,Automation Engineering,,,235.0,Points decrease,,,
TA226,Engineering Software,,,243.0,Points decrease,,,
TA321,Pharmaceutical Science,,,261.0,Points decrease,,,
TA322,Computing,,,200.0,Points decrease,,,
TA323,Computing with IT Management,,,243.0,Points decrease,,,
TA326,DNA and Forensic Analysis,,,300.0,Points decrease,,,
TA327,Sports Science and Health,,,341.0,Points decrease,,,
TA328,Computing with Language (French/German/Spanish),,,218.0,Points decrease,,,
TA329,Computing with Data Analytics,,,218.0,Points decrease,,,
NC025,Data Science,,,297.0,Points decrease,,,
GA385,Retail Management,,,219.0,Points decrease,,,
LY218,Business - with Spanish/Irish options,,,298.0,Points decrease,,,
CI101,Counselling and Psychotherapy (Limerick),,,276.0,Points decrease,,,
LC411,Marketing and Management (Thurles),,,226.0,Points decrease,,,
SG149,Business in Finance and Investment,,,262.0,Points decrease,,,
SG441,Environmental Science,,,297.0,Points decrease,,,
SG446,Applied Archaeology,,,289.0,Points decrease,,,
TL803,Music Technology,,,264.0,Points decrease,,,
TL812,Computing with Digital Media,,,369.0,Points decrease,,,
WD148,Tourism Marketing,,,269.0,Points decrease,,,
