code,title,points_r1_2021,points_r1_2020,points_r1_2019,21vs20,21vs19,20vs19,rating21vs20,rating20vs19,rating21vs19
DK832,Construction Management,358.0,387.0,300.0,-29.0,58.0,87.0,Decrease,Increase,Increase
DK843,Engineering (Common Entry),404.0,340.0,303.0,64.0,101.0,37.0,Increase,Increase,Increase
DK844,Mechanical Engineering,336.0,305.0,,31.0,,,Increase,Course for 1 year only,Course for 1 year only
DK845,Electrical and Electronic Engineering,331.0,304.0,,27.0,,,Increase,Course for 1 year only,Course for 1 year only
DK846,Civil Engineering,371.0,391.0,,-20.0,,,Decrease,Course for 1 year only,Course for 1 year only
DK850,International Tourism Management,303.0,317.0,,-14.0,,,Decrease,Course for 1 year only,Course for 1 year only
DK861,Arts,302.0,302.0,300.0,0.0,2.0,2.0,No change,Increase,Increase
DK862,Social Care,322.0,301.0,300.0,21.0,22.0,1.0,Increase,Increase,Increase
DK863,Creative Media,336.0,308.0,300.0,28.0,36.0,8.0,Increase,Increase,Increase
DK864,Film and Television Production,308.0,300.0,300.0,8.0,8.0,0.0,Increase,No change,Increase
DK865,Audio and Music Production,352.0,301.0,301.0,51.0,51.0,0.0,Increase,No change,Increase
DK870,General Nursing,440.0,403.0,392.0,37.0,48.0,11.0,Increase,Increase,Increase
DK872,Intellectual Disability Nursing,367.0,336.0,300.0,31.0,67.0,36.0,Increase,Increase,Increase
DK874,Mental Health Nursing,398.0,356.0,356.0,42.0,42.0,0.0,Increase,No change,Increase
DK876,Early Childhood Studies,300.0,321.0,305.0,-21.0,-5.0,16.0,Decrease,Increase,Decrease
DK877,Midwifery,482.0,440.0,398.0,42.0,84.0,42.0,Increase,Increase,Increase
DK880,Health and Physical Activity,301.0,328.0,300.0,-27.0,1.0,28.0,Decrease,Increase,Increase
DK882,Agriculture (Award options),342.0,310.0,303.0,32.0,39.0,7.0,Increase,Increase,Increase
DK883,Science (Award options),373.0,358.0,300.0,15.0,73.0,58.0,Increase,Increase,Increase
DK884,Sustainable Agriculture,348.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DK885,Agri-Food Production,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
DK886,Biopharmaceutical Science,379.0,301.0,,78.0,,,Increase,Course for 1 year only,Course for 1 year only
DK887,Environmental Science,377.0,330.0,,47.0,,,Increase,Course for 1 year only,Course for 1 year only
GA181,Accounting,303.0,309.0,303.0,-6.0,0.0,6.0,Decrease,Increase,No change
GA182,Business,285.0,287.0,290.0,-2.0,-5.0,-3.0,Decrease,Decrease,Decrease
GA183,Business Information Systems,298.0,296.0,309.0,2.0,-11.0,-13.0,Increase,Decrease,Decrease
GA184,Marketing and Sales,300.0,307.0,307.0,-7.0,-7.0,0.0,Decrease,No change,Decrease
GA185,Finance and Economics,318.0,293.0,307.0,25.0,11.0,-14.0,Increase,Decrease,Increase
GA186,Business with Entrepreneurship,287.0,280.0,297.0,7.0,-10.0,-17.0,Increase,Decrease,Decrease
GA187,Rural Enterprise and Agri-Business,291.0,281.0,280.0,10.0,11.0,1.0,Increase,Increase,Increase
GA281,Film and Documentary,310.0,304.0,287.0,6.0,23.0,17.0,Increase,Increase,Increase
GA282,Heritage Studies,252.0,220.0,238.0,32.0,14.0,-18.0,Increase,Decrease,Increase
GA283,Contemporary Art (portfolio),790.0,679.0,260.0,111.0,530.0,419.0,Increase,Increase,Increase
GA284,Design,331.0,303.0,309.0,28.0,22.0,-6.0,Increase,Decrease,Increase
GA285,Education (Art  Design and Graphics),406.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
GA380,International Hotel Management,218.0,242.0,225.0,-24.0,-7.0,17.0,Decrease,Increase,Decrease
GA381,International Tourism Management,252.0,278.0,261.0,-26.0,-9.0,17.0,Decrease,Increase,Decrease
GA382,Culinary and Gastronomic Science,235.0,206.0,225.0,29.0,10.0,-19.0,Increase,Decrease,Increase
GA384,Event Management with Public Relations,230.0,212.0,209.0,18.0,21.0,3.0,Increase,Increase,Increase
GA480,Construction Management,302.0,260.0,260.0,42.0,42.0,0.0,Increase,No change,Increase
GA482,Quantity Surveying and Construction Economics,304.0,288.0,280.0,16.0,24.0,8.0,Increase,Increase,Increase
GA483,Architectural Technology,281.0,265.0,251.0,16.0,30.0,14.0,Increase,Increase,Increase
GA484,Civil Engineering,377.0,290.0,270.0,87.0,107.0,20.0,Increase,Increase,Increase
GA580,Software and Electronic Engineering,300.0,300.0,301.0,0.0,-1.0,-1.0,No change,Decrease,Decrease
GA680,Mechanical Engineering,400.0,330.0,336.0,70.0,64.0,-6.0,Increase,Decrease,Increase
GA681,Energy Engineering,312.0,293.0,281.0,19.0,31.0,12.0,Increase,Increase,Increase
GA682,Biomedical Engineering,331.0,313.0,331.0,18.0,0.0,-18.0,Increase,Decrease,No change
GA683,Agricultural Engineering,304.0,309.0,301.0,-5.0,3.0,8.0,Decrease,Increase,Increase
GA684,Engineering Common Entry to Manu/Agri/Biomed/Energ,413.0,340.0,346.0,73.0,67.0,-6.0,Increase,Decrease,Increase
GA685,Manufacturing Engineering Design,336.0,309.0,,27.0,,,Increase,Course for 1 year only,Course for 1 year only
GA780,Applied Freshwater and Marine Biology,366.0,327.0,300.0,39.0,66.0,27.0,Increase,Increase,Increase
GA781,Applied Biology and Biopharmaceutical Science,381.0,337.0,317.0,44.0,64.0,20.0,Increase,Increase,Increase
GA782,Chemical and Pharmaceutical Science,356.0,336.0,307.0,20.0,49.0,29.0,Increase,Increase,Increase
GA783,Physics and Instrumentation,301.0,363.0,373.0,-62.0,-72.0,-10.0,Decrease,Decrease,Decrease
GA784,Science (Undenominated),445.0,372.0,327.0,73.0,118.0,45.0,Increase,Increase,Increase
GA785,Medical Science,517.0,473.0,451.0,44.0,66.0,22.0,Increase,Increase,Increase
GA786,Forensic Science and Analysis,408.0,317.0,300.0,91.0,108.0,17.0,Increase,Increase,Increase
GA787,Computing in Software Development,310.0,270.0,275.0,40.0,35.0,-5.0,Increase,Decrease,Increase
GA788,Computing and Digital Media,270.0,274.0,270.0,-4.0,0.0,4.0,Decrease,Increase,No change
GA789,Agriculture and Environmental Management,340.0,287.0,297.0,53.0,43.0,-10.0,Increase,Decrease,Increase
GA790,Sport and Exercise Science,376.0,356.0,350.0,20.0,26.0,6.0,Increase,Increase,Increase
GA791,Public Health Nutrition,368.0,368.0,364.0,0.0,4.0,4.0,No change,Increase,Increase
GA880,General Nursing,440.0,429.0,389.0,11.0,51.0,40.0,Increase,Increase,Increase
GA882,Psychiatric Nursing,369.0,367.0,346.0,2.0,23.0,21.0,Increase,Increase,Increase
GA885,Outdoor Education,269.0,252.0,210.0,17.0,59.0,42.0,Increase,Increase,Increase
GA887,History and Geography,201.0,244.0,228.0,-43.0,-27.0,16.0,Decrease,Increase,Decrease
GA889,Applied Social Care,265.0,266.0,260.0,-1.0,5.0,6.0,Decrease,Increase,Increase
GA890,Early Childhood Education and Care,281.0,270.0,278.0,11.0,3.0,-8.0,Increase,Decrease,Increase
GA891,Geography and Outdoor Education,261.0,244.0,,17.0,,,Increase,Course for 1 year only,Course for 1 year only
GA892,Community Development and Youth Work (Level 8),,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
GA980,Education (Design Graphics and Construction),410.0,377.0,376.0,33.0,34.0,1.0,Increase,Increase,Increase
GA981,Furniture Design and Manufacture,346.0,,271.0,,75.0,,Course for 1 year only,Course for 1 year only,Increase
GA982,Furniture Making and Architectural Woodworking,360.0,,270.0,,90.0,,Course for 1 year only,Course for 1 year only,Increase
GA983,Furniture and Digital Manufacturing,,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
GA984,Furniture Design  Making and Technology - Common E,486.0,284.0,,202.0,,,Increase,Course for 1 year only,Course for 1 year only
GY101,Arts (Joint-Honours),327.0,300.0,300.0,27.0,27.0,0.0,Increase,No change,Increase
GY104,BSc (Psychology),564.0,523.0,507.0,41.0,57.0,16.0,Increase,Increase,Increase
GY105,Arts (History),357.0,301.0,318.0,56.0,39.0,-17.0,Increase,Decrease,Increase
GY109,Arts (Mathematics and Education),413.0,403.0,411.0,10.0,2.0,-8.0,Increase,Decrease,Increase
GY110,Arts (Children and Youth Studies - options),387.0,357.0,382.0,30.0,5.0,-25.0,Increase,Decrease,Increase
GY111,Arts (English and Creative Writing),421.0,330.0,402.0,91.0,19.0,-72.0,Increase,Decrease,Increase
GY113,Arts with Human Rights,413.0,368.0,338.0,45.0,75.0,30.0,Increase,Increase,Increase
GY115,Arts with Performing Arts Studies,300.0,387.0,328.0,-87.0,-28.0,59.0,Decrease,Increase,Decrease
GY118,Arts (Drama  Theatre and Performance Studies),453.0,451.0,410.0,2.0,43.0,41.0,Increase,Increase,Increase
GY119,Arts (Journalism),484.0,400.0,410.0,84.0,74.0,-10.0,Increase,Decrease,Increase
GY122,Na Dána (Cumarsáid agus Gaeilge),410.0,361.0,308.0,49.0,102.0,53.0,Increase,Increase,Increase
GY123,Applied Social Sciences,419.0,358.0,357.0,61.0,62.0,1.0,Increase,Increase,Increase
GY125,Arts (Digital Arts and Technology),403.0,328.0,324.0,75.0,79.0,4.0,Increase,Increase,Increase
GY127,Arts (Film and Digital Media),430.0,401.0,387.0,29.0,43.0,14.0,Increase,Increase,Increase
GY128,Arts (Global Languages),346.0,352.0,370.0,-6.0,-24.0,-18.0,Decrease,Decrease,Decrease
GY129,Arts (Global Experience),465.0,420.0,408.0,45.0,57.0,12.0,Increase,Increase,Increase
GY130,Arts (Music),462.0,408.0,400.0,54.0,62.0,8.0,Increase,Increase,Increase
GY132,Government (Politics  Economics and Law),465.0,407.0,402.0,58.0,63.0,5.0,Increase,Increase,Increase
GY133,Education (Computer Science and Mathematical Studi,454.0,422.0,401.0,32.0,53.0,21.0,Increase,Increase,Increase
GY134,Geography and Geosystems,425.0,410.0,,15.0,,,Increase,Course for 1 year only,Course for 1 year only
GY135,Arts (Global Media),442.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
GY136,Na Dána (Léann Teanga - options),526.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
GY201,Commerce,476.0,433.0,420.0,43.0,56.0,13.0,Increase,Increase,Increase
GY202,Commerce (International) with French,520.0,484.0,484.0,36.0,36.0,0.0,Increase,No change,Increase
GY203,Commerce (International) with German,518.0,489.0,489.0,29.0,29.0,0.0,Increase,No change,Increase
GY204,Commerce (International) with Spanish,506.0,495.0,484.0,11.0,22.0,11.0,Increase,Increase,Increase
GY206,Business Information Systems (Work Placement and O,509.0,465.0,431.0,44.0,78.0,34.0,Increase,Increase,Increase
GY207,Commerce (Accounting) including optional Global Ex,543.0,509.0,486.0,34.0,57.0,23.0,Increase,Increase,Increase
GY208,Commerce (Gaeilge),508.0,473.0,473.0,35.0,35.0,0.0,Increase,No change,Increase
GY209,Commerce (Global Experience),551.0,530.0,509.0,21.0,42.0,21.0,Increase,Increase,Increase
GY250,Law and Business,510.0,487.0,436.0,23.0,74.0,51.0,Increase,Increase,Increase
GY251,Law (BCL),542.0,499.0,473.0,43.0,69.0,26.0,Increase,Increase,Increase
GY252,Law (BCL) and Human Rights,565.0,520.0,510.0,45.0,55.0,10.0,Increase,Increase,Increase
GY253,Law and Taxation,506.0,509.0,,-3.0,,,Decrease,Course for 1 year only,Course for 1 year only
GY254,Law (BCL)  Criminology and Criminal Justice,548.0,530.0,,18.0,,,Increase,Course for 1 year only,Course for 1 year only
GY261,Business Studies in International Hotel Management,503.0,497.0,486.0,6.0,17.0,11.0,Increase,Increase,Increase
GY262,Commerce in International Hotel Management (interv,709.0,681.0,671.0,28.0,38.0,10.0,Increase,Increase,Increase
GY301,Science,489.0,433.0,400.0,56.0,89.0,33.0,Increase,Increase,Increase
GY303,Biomedical Science,613.0,556.0,533.0,57.0,80.0,23.0,Increase,Increase,Increase
GY304,Biotechnology,498.0,465.0,473.0,33.0,25.0,-8.0,Increase,Decrease,Increase
GY308,Environmental Science,431.0,408.0,413.0,23.0,18.0,-5.0,Increase,Decrease,Increase
GY309,Financial Mathematics and Economics,509.0,487.0,454.0,22.0,55.0,33.0,Increase,Increase,Increase
GY310,Marine Science,467.0,419.0,409.0,48.0,58.0,10.0,Increase,Increase,Increase
GY313,Environmental Health and Safety,412.0,412.0,402.0,0.0,10.0,10.0,No change,Increase,Increase
GY314,Earth and Ocean Sciences,422.0,403.0,402.0,19.0,20.0,1.0,Increase,Increase,Increase
GY318,Biopharmaceutical Chemistry,555.0,509.0,510.0,46.0,45.0,-1.0,Increase,Decrease,Increase
GY319,Mathematical Science,543.0,476.0,456.0,67.0,87.0,20.0,Increase,Increase,Increase
GY320,Physics (Degree options: Applied Astrophysics Biom,465.0,402.0,401.0,63.0,64.0,1.0,Increase,Increase,Increase
GY321,Genetics and Genomics,532.0,508.0,,24.0,,,Increase,Course for 1 year only,Course for 1 year only
GY322,Agricultural Sciences,485.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
GY350,Computer Science and Information Technology,495.0,403.0,425.0,92.0,70.0,-22.0,Increase,Decrease,Increase
GY401,Engineering (Undenominated),522.0,465.0,444.0,57.0,78.0,21.0,Increase,Increase,Increase
GY402,Civil Engineering,533.0,455.0,509.0,78.0,24.0,-54.0,Increase,Decrease,Increase
GY405,Mechanical Engineering,541.0,454.0,443.0,87.0,98.0,11.0,Increase,Increase,Increase
GY406,Electronic and Computer Engineering,555.0,510.0,509.0,45.0,46.0,1.0,Increase,Increase,Increase
GY408,Biomedical Engineering,554.0,509.0,519.0,45.0,35.0,-10.0,Increase,Decrease,Increase
GY410,Project and Construction Management,431.0,403.0,434.0,28.0,-3.0,-31.0,Increase,Decrease,Decrease
GY413,Energy Systems Engineering,509.0,502.0,532.0,7.0,-23.0,-30.0,Increase,Decrease,Decrease
GY414,Electrical and Electronic Engineering,433.0,405.0,454.0,28.0,-21.0,-49.0,Increase,Decrease,Decrease
GY501,Medicine (five year/six year course  HPAT required,737.0,728.0,726.0,9.0,11.0,2.0,Increase,Increase,Increase
GY502,Occupational Therapy,601.0,555.0,532.0,46.0,69.0,23.0,Increase,Increase,Increase
GY503,Speech and Language Therapy,578.0,543.0,529.0,35.0,49.0,14.0,Increase,Increase,Increase
GY504,Podiatric Medicine,531.0,443.0,434.0,88.0,97.0,9.0,Increase,Increase,Increase
GY515,General Nursing (Galway and Portiuncula),502.0,476.0,442.0,26.0,60.0,34.0,Increase,Increase,Increase
GY516,Mental Health Nursing,475.0,440.0,388.0,35.0,87.0,52.0,Increase,Increase,Increase
GY517,Midwifery,520.0,495.0,429.0,25.0,91.0,66.0,Increase,Increase,Increase
LY108,Business - Accounting,312.0,309.0,318.0,3.0,-6.0,-9.0,Increase,Decrease,Decrease
LY118,Business,288.0,290.0,287.0,-2.0,1.0,3.0,Decrease,Increase,Increase
LY128,Marketing with Online Technologies,261.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
LY208,Law,300.0,300.0,300.0,0.0,0.0,0.0,No change,No change,No change
LY228,Sports and Exercise - Common Entry,290.0,300.0,278.0,-10.0,12.0,22.0,Decrease,Increase,Increase
LY408,Design - Common Entry,301.0,320.0,307.0,-19.0,-6.0,13.0,Decrease,Increase,Decrease
LY508,Fire Safety Engineering,283.0,276.0,270.0,7.0,13.0,6.0,Increase,Increase,Increase
LY518,Quantity Surveying,304.0,301.0,307.0,3.0,-3.0,-6.0,Increase,Decrease,Decrease
LY528,Construction Management,262.0,271.0,267.0,-9.0,-5.0,4.0,Decrease,Increase,Decrease
LY538,Architectural Technology,234.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
LY608,Mechanical Engineering,300.0,300.0,304.0,0.0,-4.0,-4.0,No change,Decrease,Decrease
LY618,Electronic Engineering,321.0,312.0,307.0,9.0,14.0,5.0,Increase,Increase,Increase
LY708,Applied Computing,320.0,306.0,300.0,14.0,20.0,6.0,Increase,Increase,Increase
LY748,Computer Science,316.0,317.0,,-1.0,,,Decrease,Course for 1 year only,Course for 1 year only
LY818,Science - Common Entry,302.0,303.0,302.0,-1.0,0.0,1.0,Decrease,Increase,No change
LY828,Agriculture - Common Entry,308.0,307.0,300.0,1.0,8.0,7.0,Increase,Increase,Increase
LY908,General Nursing,429.0,400.0,383.0,29.0,46.0,17.0,Increase,Increase,Increase
LY918,Psychiatric Nursing,367.0,357.0,291.0,10.0,76.0,66.0,Increase,Increase,Increase
LY928,Intellectual Disability Nursing,357.0,326.0,288.0,31.0,69.0,38.0,Increase,Increase,Increase
LY968,Early Childhood Care  Health and Education,288.0,303.0,300.0,-15.0,-12.0,3.0,Decrease,Increase,Decrease
LY978,Health and Social Care - Common Entry,279.0,280.0,260.0,-1.0,19.0,20.0,Decrease,Increase,Increase
MI001,Contemporary and Applied Theatre Studies,209.0,375.0,345.0,-166.0,-136.0,30.0,Decrease,Increase,Decrease
MI002,Arts,280.0,300.0,300.0,-20.0,-20.0,0.0,Decrease,No change,Decrease
MI004,Education - Primary Teaching - International,589.0,577.0,,12.0,,,Increase,Course for 1 year only,Course for 1 year only
MI005,Education - Primary Teaching,522.0,495.0,473.0,27.0,49.0,22.0,Increase,Increase,Increase
MI006,Education - Primary Teaching - Gaeltacht Applicant,485.0,456.0,442.0,29.0,43.0,14.0,Increase,Increase,Increase
MI007,Early Childhood Care and Education,409.0,357.0,366.0,52.0,43.0,-9.0,Increase,Decrease,Increase
MI008,Education and Psychology - Primary Teaching,590.0,588.0,543.0,2.0,47.0,45.0,Increase,Increase,Increase
MI009,Education  Business Studies and Accounting,434.0,402.0,392.0,32.0,42.0,10.0,Increase,Increase,Increase
MI010,Education  Business Studies and Religious Studies,370.0,368.0,326.0,2.0,44.0,42.0,Increase,Increase,Increase
MI011,Education  Gaeilge and Religious Studies,407.0,409.0,377.0,-2.0,30.0,32.0,Decrease,Increase,Increase
MI012,Education  Gaeilge and Business Studies,387.0,401.0,398.0,-14.0,-11.0,3.0,Decrease,Increase,Decrease
MI013,Education  Mathematics and Gaeilge,509.0,444.0,433.0,65.0,76.0,11.0,Increase,Increase,Increase
MI014,Education  Mathematics and Business Studies,476.0,434.0,,42.0,,,Increase,Course for 1 year only,Course for 1 year only
CI110,Counselling and Psychotherapy,292.0,310.0,,-18.0,,,Decrease,Course for 1 year only,Course for 1 year only
CI111,Counselling and Psychotherapy with Addiction Studi,290.0,301.0,,-11.0,,,Decrease,Course for 1 year only,Course for 1 year only
CI112,Counselling and Psychotherapy with Youth Studies,325.0,311.0,,14.0,,,Increase,Course for 1 year only,Course for 1 year only
LC110,Art and Design (Common Entry  portfolio),794.0,740.0,734.0,54.0,60.0,6.0,Increase,Increase,Increase
LC114,Fashion and Textiles for Product and Costume (port,914.0,880.0,900.0,34.0,14.0,-20.0,Increase,Decrease,Increase
LC115,Art and Design Teacher Education (LIT and UL  port,993.0,942.0,,51.0,,,Increase,Course for 1 year only,Course for 1 year only
LC220,Digital Marketing,263.0,262.0,254.0,1.0,9.0,8.0,Increase,Increase,Increase
LC223,Law and Taxation,331.0,307.0,308.0,24.0,23.0,-1.0,Increase,Decrease,Increase
LC224,Accounting and Finance,300.0,300.0,299.0,0.0,1.0,1.0,No change,Increase,Increase
LC225,Marketing and Management,298.0,298.0,298.0,0.0,0.0,0.0,No change,No change,No change
LC226,Enterprise and Innovation,255.0,234.0,216.0,21.0,39.0,18.0,Increase,Increase,Increase
LC233,Software Development,280.0,272.0,300.0,8.0,-20.0,-28.0,Increase,Decrease,Decrease
LC234,Immersive Digital Media and Spatial Computing,226.0,225.0,219.0,1.0,7.0,6.0,Increase,Increase,Increase
LC236,Internet Systems Development,260.0,262.0,298.0,-2.0,-38.0,-36.0,Decrease,Decrease,Decrease
LC239,Computer Networks and Systems Management,317.0,307.0,335.0,10.0,-18.0,-28.0,Increase,Decrease,Decrease
LC241,Construction Management,326.0,255.0,276.0,71.0,50.0,-21.0,Increase,Decrease,Increase
LC242,Property Valuation and Management,308.0,282.0,292.0,26.0,16.0,-10.0,Increase,Decrease,Increase
LC243,Quantity Surveying,278.0,294.0,281.0,-16.0,-3.0,13.0,Decrease,Increase,Decrease
LC248,Built Environment (Common Entry),300.0,288.0,307.0,12.0,-7.0,-19.0,Increase,Decrease,Decrease
LC252,Civil Engineering Management,264.0,270.0,281.0,-6.0,-17.0,-11.0,Decrease,Decrease,Decrease
LC263,Medical Technology,391.0,294.0,282.0,97.0,109.0,12.0,Increase,Increase,Increase
LC265,Forensic and Pharmaceutical Sciences,498.0,413.0,335.0,85.0,163.0,78.0,Increase,Increase,Increase
LC266,Drug and Medicinal Product Analysis,252.0,262.0,236.0,-10.0,16.0,26.0,Decrease,Increase,Increase
LC275,Electrical Engineering,361.0,298.0,288.0,63.0,73.0,10.0,Increase,Increase,Increase
LC288,Mechanical Engineering,378.0,347.0,307.0,31.0,71.0,40.0,Increase,Increase,Increase
LC289,Precision Engineering,261.0,291.0,280.0,-30.0,-19.0,11.0,Decrease,Increase,Decrease
LC292,Social Care Work,374.0,367.0,360.0,7.0,14.0,7.0,Increase,Increase,Increase
LC293,Business Studies with Travel and Tourism Managemen,271.0,307.0,299.0,-36.0,-28.0,8.0,Decrease,Increase,Decrease
LC294,Business Studies with Event Management,279.0,279.0,271.0,0.0,8.0,8.0,No change,Increase,Increase
LC295,Business Studies with Sports Management,262.0,252.0,263.0,10.0,-1.0,-11.0,Increase,Decrease,Decrease
LC297,Community and Addiction Studies,272.0,235.0,217.0,37.0,55.0,18.0,Increase,Increase,Increase
LC320,Business,381.0,346.0,337.0,35.0,44.0,9.0,Increase,Increase,Increase
LC330,Business with Computing,328.0,297.0,298.0,31.0,30.0,-1.0,Increase,Decrease,Increase
LC340,Interior Design,391.0,350.0,298.0,41.0,93.0,52.0,Increase,Increase,Increase
LC362,Biotechnology and Biopharmaceutical Sciences,429.0,413.0,379.0,16.0,50.0,34.0,Increase,Increase,Increase
LC371,Creative Broadcast and Film Production,325.0,309.0,298.0,16.0,27.0,11.0,Increase,Increase,Increase
LC372,Music Technology and Production,377.0,325.0,321.0,52.0,56.0,4.0,Increase,Increase,Increase
LC374,Renewable and Electrical Energy Engineering,337.0,318.0,317.0,19.0,20.0,1.0,Increase,Increase,Increase
LC375,Industrial Automation and Robotic Systems,309.0,317.0,321.0,-8.0,-12.0,-4.0,Decrease,Decrease,Decrease
LC376,Electronic Engineering with Computer Systems,357.0,318.0,308.0,39.0,49.0,10.0,Increase,Increase,Increase
LC380,Automotive Engineering and Transport Management,298.0,303.0,282.0,-5.0,16.0,21.0,Decrease,Increase,Increase
LC392,Business Studies in Beauty and Spa Management,328.0,236.0,217.0,92.0,111.0,19.0,Increase,Increase,Increase
LC393,Early Childhood Education and Care,309.0,236.0,260.0,73.0,49.0,-24.0,Increase,Decrease,Increase
LC402,Social Care Work,228.0,225.0,209.0,3.0,19.0,16.0,Increase,Increase,Increase
LC408,Environmental Science and Climate,279.0,279.0,262.0,0.0,17.0,17.0,No change,Increase,Increase
LC416,Business,260.0,274.0,,-14.0,,,Decrease,Course for 1 year only,Course for 1 year only
LC418,Computing - Games Design and Development,260.0,270.0,271.0,-10.0,-11.0,-1.0,Decrease,Decrease,Decrease
LC422,Applied Strength and Conditioning,289.0,298.0,288.0,-9.0,1.0,10.0,Decrease,Increase,Increase
LC502,Game Art and Design (portfolio),841.0,852.0,838.0,-11.0,3.0,14.0,Decrease,Increase,Increase
LC517,Creative Media and Design,279.0,234.0,229.0,45.0,50.0,5.0,Increase,Increase,Increase
LC518,Digital Animation Production (portfolio),807.0,808.0,816.0,-1.0,-9.0,-8.0,Decrease,Decrease,Decrease
LC612,Social Care Work,309.0,320.0,319.0,-11.0,-10.0,1.0,Decrease,Increase,Decrease
LM002,Arts,360.0,348.0,329.0,12.0,31.0,19.0,Increase,Increase,Increase
LM019,Social Sciences,451.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
LM020,Law and Accounting,474.0,465.0,436.0,9.0,38.0,29.0,Increase,Increase,Increase
LM026,Performing Arts (audition format TBC),329.0,303.0,307.0,26.0,22.0,-4.0,Increase,Decrease,Increase
LM028,Criminal Justice,420.0,418.0,387.0,2.0,33.0,31.0,Increase,Increase,Increase
LM029,Law Plus,530.0,490.0,473.0,40.0,57.0,17.0,Increase,Increase,Increase
LM038,Psychology and Sociology,530.0,500.0,478.0,30.0,52.0,22.0,Increase,Increase,Increase
LM039,Journalism and Digital Communication,432.0,402.0,388.0,30.0,44.0,14.0,Increase,Increase,Increase
LM040,European Studies,409.0,369.0,350.0,40.0,59.0,19.0,Increase,Increase,Increase
LM044,Applied Languages,429.0,442.0,404.0,-13.0,25.0,38.0,Decrease,Increase,Increase
LM050,Business Studies (options),451.0,431.0,419.0,20.0,32.0,12.0,Increase,Increase,Increase
LM056,International Business,555.0,528.0,511.0,27.0,44.0,17.0,Increase,Increase,Increase
LM058,Financial Mathematics,468.0,403.0,434.0,65.0,34.0,-31.0,Increase,Decrease,Increase
LM063,Technology Management,410.0,379.0,372.0,31.0,38.0,7.0,Increase,Increase,Increase
LM066,Environmental Science,430.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
LM068,Food Science and Health,464.0,421.0,400.0,43.0,64.0,21.0,Increase,Increase,Increase
LM076,Product Design and Technology (portfolio required),401.0,408.0,402.0,-7.0,-1.0,6.0,Decrease,Increase,Decrease
LM077,Aeronautical Engineering,567.0,520.0,469.0,47.0,98.0,51.0,Increase,Increase,Increase
LM082,Construction Management and Engineering,446.0,398.0,368.0,48.0,78.0,30.0,Increase,Increase,Increase
LM089,Sport and Exercise Sciences,498.0,474.0,441.0,24.0,57.0,33.0,Increase,Increase,Increase
LM090,Physical Education with concurrent Teacher Educati,552.0,532.0,498.0,20.0,54.0,34.0,Increase,Increase,Increase
LM091,Languages with concurrent Teacher Education,506.0,517.0,,-11.0,,,Decrease,Course for 1 year only,Course for 1 year only
LM092,Science with Teacher Ed (Biology with Physics/Chem,521.0,507.0,478.0,14.0,43.0,29.0,Increase,Increase,Increase
LM093,Equine Science,367.0,339.0,338.0,28.0,29.0,1.0,Increase,Increase,Increase
LM094,Materials and Architectural Technology with concur,475.0,440.0,405.0,35.0,70.0,35.0,Increase,Increase,Increase
LM095,Materials and Engineering Technology with concurre,425.0,367.0,358.0,58.0,67.0,9.0,Increase,Increase,Increase
LM096,Science with Teacher Ed (Physical Sciences with Ch,454.0,405.0,382.0,49.0,72.0,23.0,Increase,Increase,Increase
LM097,Mathematics and Computer Science with concurrent T,465.0,402.0,,63.0,,,Increase,Course for 1 year only,Course for 1 year only
LM099,Architecture,520.0,498.0,419.0,22.0,101.0,79.0,Increase,Increase,Increase
LM100,Physiotherapy,613.0,589.0,565.0,24.0,48.0,24.0,Increase,Increase,Increase
LM101,Medicine  - Graduate Entry (GAMSAT required),57.0,55.0,55.0,2.0,2.0,0.0,Increase,No change,Increase
LM102,Psychology,534.0,509.0,495.0,25.0,39.0,14.0,Increase,Increase,Increase
LM103,Paramedic Studies (Full B/Provisional C1 Drivers L,429.0,392.0,313.0,37.0,116.0,79.0,Increase,Increase,Increase
LM105,Exercise and Health Fitness Management,441.0,,,,,,Course for 1 year only,Course for 1 year only,Course for 1 year only
LM115,Chemical and Biochemical Engineering,476.0,454.0,456.0,22.0,20.0,-2.0,Increase,Decrease,Increase
LM116,Engineering (Biomedical/Civil/Design and Manufactu,498.0,476.0,434.0,22.0,64.0,42.0,Increase,Increase,Increase
LM118,Electronic and Computer Engineering,445.0,403.0,401.0,42.0,44.0,2.0,Increase,Increase,Increase
LM121,Computer Science (Computer Systems/Games Dev/Cyber,402.0,351.0,352.0,51.0,50.0,-1.0,Increase,Decrease,Increase
